,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,m2_living,m2_lot,m2_basement,m2_above,day,week_of_year,month,year,median_price,status
6430,5453700060,2015-02-24,875000.0,4,1.75,2180,9726,1.0,0,0,4,9,2180,0,1966,0,98040,47.5359,-122.233,2560,10244,202.52862720000002,903.57496704,0.0,202.52862720000002,24,9,2,2015,993750.0,buy
6433,6669200370,2014-06-26,815000.0,3,2.0,2270,11989,1.0,0,0,4,9,2270,0,1968,0,98040,47.5434,-122.229,2880,12439,210.88990080000002,1113.81454656,0.0,210.88990080000002,26,26,6,2014,993750.0,buy
6435,8566100160,2014-10-22,840000.0,5,1.75,2500,11617,1.0,0,0,4,9,1560,940,1966,0,98040,47.5361,-122.217,3370,11617,232.25760000000002,1079.2546156800001,87.3288576,144.9287424,22,43,10,2014,993750.0,buy
6447,191100810,2014-08-11,870000.0,5,2.25,2910,9525,2.0,0,0,4,9,2910,0,1968,0,98040,47.5633,-122.218,2740,9525,270.34784640000004,884.901456,0.0,270.34784640000004,11,33,8,2014,993750.0,buy
6449,5315100476,2014-10-10,760250.0,5,2.75,2540,8250,1.0,0,0,4,7,1440,1100,1953,0,98040,47.5875,-122.24,2540,11000,235.9737216,766.4500800000001,102.19334400000001,133.7803776,10,41,10,2014,993750.0,buy
6451,191100870,2014-08-05,838400.0,4,2.5,2620,9525,2.5,0,0,4,9,2620,0,1974,0,98040,47.5631,-122.219,2580,9525,243.40596480000002,884.901456,0.0,243.40596480000002,5,32,8,2014,993750.0,buy
6452,7785000220,2014-10-13,725000.0,3,2.0,1550,12262,1.0,0,0,4,7,1550,0,1964,0,98040,47.5755,-122.216,2900,12372,143.99971200000002,1139.17707648,0.0,143.99971200000002,13,42,10,2014,993750.0,buy
6454,5451220150,2014-11-12,980000.0,4,2.25,3010,9800,2.0,0,0,4,9,3010,0,1973,0,98040,47.5336,-122.223,2510,9800,279.63815040000003,910.4497920000001,0.0,279.63815040000003,12,46,11,2014,993750.0,buy
6458,5451100220,2014-05-13,780000.0,3,1.75,2340,10495,1.0,0,0,4,8,2340,0,1967,0,98040,47.5386,-122.226,3120,11068,217.39311360000002,975.0174048,0.0,217.39311360000002,13,20,5,2014,993750.0,buy
6459,5459500145,2014-06-13,975000.0,5,2.75,3100,10014,1.0,0,2,4,9,1660,1440,1973,0,98040,47.5734,-122.213,3230,10279,287.99942400000003,930.33104256,133.7803776,154.2190464,13,24,6,2014,993750.0,buy
6461,3024059044,2014-09-09,990000.0,3,1.75,1810,24586,1.0,0,4,4,9,930,880,1983,0,98040,47.5314,-122.222,3540,14200,168.1545024,2284.1141414400004,81.75467520000001,86.3998272,9,37,9,2014,993750.0,buy
6463,2287000330,2014-09-15,868500.0,5,2.5,2490,9639,1.0,0,0,4,8,1610,880,1959,0,98040,47.551,-122.22,2290,9958,231.3285696,895.4924025600001,81.75467520000001,149.5738944,15,38,9,2014,993750.0,buy
6464,5451200530,2014-07-05,825000.0,4,2.25,2110,12653,2.0,0,0,4,8,2110,0,1972,0,98040,47.536,-122.225,2350,10980,196.02541440000002,1175.50216512,0.0,196.02541440000002,5,27,7,2014,993750.0,buy
6465,1224049080,2014-06-20,925000.0,4,2.0,3140,10437,1.0,0,0,4,8,2040,1100,1959,0,98040,47.5786,-122.229,2010,10437,291.71554560000004,969.6290284800001,102.19334400000001,189.52220160000002,20,25,6,2014,993750.0,buy
6467,5458800330,2014-09-04,645000.0,4,1.75,1550,7350,1.5,0,0,4,8,1550,0,1958,0,98040,47.5795,-122.235,1860,7350,143.99971200000002,682.837344,0.0,143.99971200000002,4,36,9,2014,993750.0,buy
6470,6672900220,2015-01-12,984000.0,4,2.25,2390,12292,1.0,0,0,5,9,2390,0,1962,0,98040,47.5528,-122.221,2870,12337,222.03826560000002,1141.9641676800002,0.0,222.03826560000002,12,3,1,2015,993750.0,buy
6472,5460900120,2014-12-08,989900.0,5,2.25,3320,11350,1.0,0,0,5,8,1660,1660,1963,0,98040,47.5749,-122.213,3320,11085,308.4380928,1054.4495040000002,154.2190464,154.2190464,8,50,12,2014,993750.0,buy
6480,4094800380,2015-04-27,990000.0,3,2.25,2630,12899,2.0,0,0,4,9,2630,0,1966,0,98040,47.5479,-122.233,3140,15320,244.3349952,1198.35631296,0.0,244.3349952,27,18,4,2015,993750.0,buy
6484,2287000280,2014-09-17,705000.0,4,1.75,1690,11739,1.0,0,0,4,8,1690,0,1959,0,98040,47.552,-122.219,2300,11600,157.00613760000002,1090.58878656,0.0,157.00613760000002,17,38,9,2014,993750.0,buy
6487,5453700020,2014-08-25,910000.0,3,2.25,2180,9865,1.0,0,0,4,8,1660,520,1966,0,98040,47.5358,-122.235,2600,10034,202.52862720000002,916.4884896000001,48.309580800000006,154.2190464,25,35,8,2014,993750.0,buy
6488,2162000190,2014-12-15,693000.0,3,2.25,2120,13644,2.0,0,1,4,9,1420,700,1973,0,98040,47.5574,-122.214,2950,17060,196.9544448,1267.56907776,65.032128,131.9223168,15,51,12,2014,993750.0,buy
6494,7785000130,2015-03-30,926250.0,4,1.75,2390,17717,1.0,0,0,4,8,2390,0,1964,0,98040,47.5755,-122.218,2390,10730,222.03826560000002,1645.9631596800002,0.0,222.03826560000002,30,14,3,2015,993750.0,buy
6495,5458800415,2014-11-05,616000.0,3,1.5,1740,9840,1.0,0,0,4,8,1740,0,1963,0,98040,47.5748,-122.237,1930,9840,161.6512896,914.1659136000001,0.0,161.6512896,5,45,11,2014,993750.0,buy
6496,2581900284,2014-07-07,821000.0,3,2.75,2760,8476,1.0,0,0,4,8,1690,1070,1967,0,98040,47.5402,-122.215,2610,9835,256.4123904,787.4461670400001,99.4062528,157.00613760000002,7,28,7,2014,993750.0,buy
6497,5454200080,2014-08-11,968000.0,4,1.75,2630,9645,1.0,0,0,4,9,2630,0,1963,0,98040,47.5459,-122.228,2690,10439,244.3349952,896.0498208,0.0,244.3349952,11,33,8,2014,993750.0,buy
6498,8732300430,2014-06-20,885000.0,3,2.25,2060,9552,1.0,0,0,4,9,1610,450,1975,0,98040,47.5402,-122.231,2930,11212,191.38026240000002,887.4098380800001,41.806368000000006,149.5738944,20,25,6,2014,993750.0,buy
6501,5456000280,2015-03-10,820000.0,5,2.5,3160,8000,1.0,0,0,4,7,1580,1580,1960,0,98040,47.5735,-122.208,2440,8079,293.5736064,743.22432,146.7868032,146.7868032,10,11,3,2015,993750.0,buy
6502,2579500006,2014-09-09,760000.0,3,2.5,2190,10000,1.0,0,0,4,7,1540,650,1957,0,98040,47.5419,-122.214,2880,11782,203.4576576,929.0304000000001,60.386976000000004,143.0706816,9,37,9,2014,993750.0,buy
6503,8563500020,2014-07-25,780000.0,3,2.25,2130,11782,1.0,0,0,4,8,1590,540,1977,0,98040,47.5423,-122.215,2700,11782,197.88347520000002,1094.58361728,50.1676416,147.7158336,25,30,7,2014,993750.0,buy
6506,5450900010,2014-08-21,993500.0,4,2.25,4070,23321,2.0,0,0,4,10,4070,0,1968,0,98040,47.5563,-122.219,2820,10871,378.11537280000005,2166.59179584,0.0,378.11537280000005,21,34,8,2014,993750.0,buy
6509,5459000305,2015-04-08,648752.0,3,2.25,2060,9953,1.0,0,0,5,8,1070,990,1964,0,98040,47.5767,-122.233,2340,9600,191.38026240000002,924.6639571200001,91.9740096,99.4062528,8,15,4,2015,993750.0,buy
6511,3629200020,2015-02-02,960000.0,4,2.5,3180,10105,2.0,0,0,4,9,3180,0,1986,0,98040,47.5328,-122.226,2670,10355,295.4316672,938.7852192,0.0,295.4316672,2,6,2,2015,993750.0,buy
6512,7785000230,2014-05-27,970000.0,5,3.0,3480,15185,2.0,0,0,4,8,3480,0,1964,0,98040,47.5757,-122.216,3030,14257,323.3025792,1410.7326624,0.0,323.3025792,27,22,5,2014,993750.0,buy
6515,6666800180,2015-01-30,715000.0,4,2.25,1900,8272,1.0,0,0,4,9,1460,440,1966,0,98040,47.5803,-122.227,2040,8479,176.51577600000002,768.4939468800001,40.877337600000004,135.6384384,30,5,1,2015,993750.0,buy
6516,8651200040,2014-08-14,950000.0,4,2.5,2790,15653,2.0,0,0,4,10,2790,0,1964,0,98040,47.5477,-122.215,3520,15653,259.1994816,1454.2112851200002,0.0,259.1994816,14,33,8,2014,993750.0,buy
6529,5315100667,2014-06-03,571500.0,3,1.0,1300,6710,1.0,0,0,4,6,1300,0,1952,0,98040,47.5851,-122.242,1630,9946,120.77395200000001,623.3793984,0.0,120.77395200000001,3,23,6,2014,993750.0,buy
6530,2174503500,2014-11-03,550000.0,3,1.5,1340,6000,1.0,0,0,4,7,1340,0,1960,0,98040,47.5866,-122.25,1590,9000,124.4900736,557.4182400000001,0.0,124.4900736,3,45,11,2014,993750.0,buy
6535,5459500100,2014-09-24,680000.0,3,1.75,2330,9652,1.0,0,0,4,8,1590,740,1968,0,98040,47.5714,-122.211,2420,9631,216.4640832,896.7001420800001,68.74824960000001,147.7158336,24,39,9,2014,993750.0,buy
6538,1224049095,2015-02-04,959000.0,6,3.25,4440,17424,1.0,0,1,4,9,2220,2220,1959,0,98040,47.5791,-122.23,2660,10768,412.48949760000005,1618.7425689600002,206.24474880000002,206.24474880000002,4,6,2,2015,993750.0,buy
6548,2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,247.12208640000003,780.385536,0.0,247.12208640000003,3,45,11,2014,309780.0,buy
6549,3668000070,2015-01-05,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,98.4772224,731.61144,0.0,98.4772224,5,2,1,2015,309780.0,buy
6560,3327020400,2015-04-23,289999.0,5,2.5,2180,8240,1.0,0,0,4,8,1220,960,1977,0,98092,47.3122,-122.191,2050,7590,202.52862720000002,765.5210496000001,89.18691840000001,113.3417088,23,17,4,2015,309780.0,buy
6564,4366700140,2014-12-19,241000.0,3,1.0,1010,9611,1.0,0,0,4,6,1010,0,1973,0,98092,47.3006,-122.066,1200,9611,93.8320704,892.89111744,0.0,93.8320704,19,51,12,2014,309780.0,buy
6566,7137900320,2014-05-09,224500.0,4,1.0,1430,8355,1.5,0,0,4,7,1430,0,1983,0,98092,47.3178,-122.174,1550,7938,132.85134720000002,776.2048992,0.0,132.85134720000002,9,19,5,2014,309780.0,buy
6578,1313500070,2014-08-20,249000.0,3,1.5,1580,7200,1.0,0,0,4,7,1080,500,1976,0,98092,47.2761,-122.152,1580,7470,146.7868032,668.9018880000001,46.45152,100.3352832,20,34,8,2014,309780.0,buy
6584,3327000140,2014-06-17,235000.0,3,1.75,1190,7280,1.0,0,0,4,7,1190,0,1968,0,98092,47.3151,-122.19,1250,7800,110.5546176,676.3341312,0.0,110.5546176,17,25,6,2014,309780.0,buy
6586,7137900960,2014-06-25,235000.0,4,2.0,1570,9415,2.0,0,0,4,7,1570,0,1984,0,98092,47.3168,-122.174,1550,8978,145.85777280000002,874.6821216000001,0.0,145.85777280000002,25,26,6,2014,309780.0,buy
6588,2599200160,2014-08-18,295450.0,3,2.0,2030,17120,1.0,0,2,4,8,1890,140,1966,0,98092,47.2953,-122.185,1870,13662,188.5931712,1590.5000448,13.0064256,175.5867456,18,34,8,2014,309780.0,buy
6590,2599200830,2014-07-16,226740.0,3,1.5,1410,8800,1.0,0,0,4,7,1410,0,1965,0,98092,47.2927,-122.183,2180,10108,130.99328640000002,817.5467520000001,0.0,130.99328640000002,16,29,7,2014,309780.0,buy
6592,4239400960,2014-12-12,143000.0,3,1.0,1090,3315,1.0,0,0,4,6,1090,0,1969,0,98092,47.3159,-122.183,960,3120,101.26431360000001,307.9735776,0.0,101.26431360000001,12,50,12,2014,309780.0,buy
6602,3410600015,2015-04-06,250000.0,2,0.75,700,16828,1.0,0,0,4,6,700,0,1958,0,98092,47.3009,-122.125,2010,29316,65.032128,1563.37235712,0.0,65.032128,6,15,4,2015,309780.0,buy
6608,7968460110,2014-06-19,280000.0,3,2.0,1790,42399,1.0,0,0,4,7,1790,0,1990,0,98092,47.3143,-122.134,1330,40015,166.2964416,3938.9959929600004,0.0,166.2964416,19,25,6,2014,309780.0,buy
6614,3298600850,2014-12-16,235000.0,3,1.75,1370,14030,1.0,0,0,4,8,1370,0,1977,0,98092,47.2969,-122.163,2100,15260,127.27716480000001,1303.4296512,0.0,127.27716480000001,16,51,12,2014,309780.0,buy
6615,4239400740,2014-07-16,192950.0,3,1.0,1170,3330,2.0,0,0,4,6,1170,0,1969,0,98092,47.3155,-122.182,1090,3330,108.69655680000001,309.36712320000004,0.0,108.69655680000001,16,29,7,2014,309780.0,buy
6631,1683600130,2014-12-10,245000.0,3,1.75,1720,9342,1.0,0,0,4,7,1140,580,1981,0,98092,47.3177,-122.182,1330,7540,159.7932288,867.90019968,53.883763200000004,105.9094656,10,50,12,2014,309780.0,buy
6634,1682000280,2015-03-19,240000.0,3,1.75,1100,7373,1.0,0,0,4,7,1100,0,1968,0,98092,47.3124,-122.183,1430,8415,102.19334400000001,684.97411392,0.0,102.19334400000001,19,12,3,2015,309780.0,buy
6644,7749500250,2014-08-27,265000.0,5,2.25,2600,8075,1.5,0,0,4,8,2600,0,1969,0,98092,47.2961,-122.188,2200,8800,241.54790400000002,750.192048,0.0,241.54790400000002,27,35,8,2014,309780.0,buy
6645,1685200190,2015-01-15,203000.0,3,1.75,1610,9000,1.0,0,0,4,7,1100,510,1978,0,98092,47.3187,-122.179,1610,8000,149.5738944,836.1273600000001,47.380550400000004,102.19334400000001,15,3,1,2015,309780.0,buy
6651,1721059230,2015-03-04,265953.0,3,1.75,1470,13068,1.0,0,0,4,7,1470,0,1975,0,98092,47.3096,-122.197,2090,16988,136.5674688,1214.05692672,0.0,136.5674688,4,10,3,2015,309780.0,buy
6655,3298600440,2014-08-10,260000.0,4,2.25,2320,16800,2.0,0,0,4,9,2320,0,1977,0,98092,47.2959,-122.166,2700,15680,215.53505280000002,1560.771072,0.0,215.53505280000002,10,32,8,2014,309780.0,buy
6656,3668000670,2015-03-27,200000.0,3,2.0,1430,7905,1.0,0,0,4,7,1430,0,1988,0,98092,47.2757,-122.145,1870,8400,132.85134720000002,734.3985312000001,0.0,132.85134720000002,27,13,3,2015,309780.0,buy
6659,2721059173,2015-03-09,204555.0,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,1983,0,98092,47.2737,-122.153,2400,21715,117.05783040000001,1393.5456000000001,0.0,117.05783040000001,9,11,3,2015,309780.0,buy
6668,2599200460,2014-08-05,294000.0,4,2.0,2930,12840,1.5,0,0,4,8,2930,0,1965,0,98092,47.2957,-122.187,1960,10920,272.2059072,1192.8750336,0.0,272.2059072,5,32,8,2014,309780.0,buy
6669,1685200020,2014-08-27,203000.0,3,1.75,1490,8000,1.0,0,0,4,7,1200,290,1978,0,98092,47.3187,-122.18,1540,8000,138.4255296,743.22432,26.941881600000002,111.483648,27,35,8,2014,309780.0,buy
6672,4239400730,2014-06-25,152000.0,3,1.0,1090,3264,1.0,0,0,4,6,1090,0,1969,0,98092,47.3155,-122.182,1090,3330,101.26431360000001,303.23552256,0.0,101.26431360000001,25,26,6,2014,309780.0,buy
6675,304000530,2014-05-12,185000.0,3,1.5,1370,8470,1.0,0,0,4,7,1370,0,1961,0,98092,47.2874,-122.192,1710,8800,127.27716480000001,786.8887488,0.0,127.27716480000001,12,20,5,2014,309780.0,buy
6677,1683600120,2015-01-21,220000.0,3,1.75,1720,7587,1.0,0,0,4,7,1140,580,1981,0,98092,47.3175,-122.182,1120,7287,159.7932288,704.85536448,53.883763200000004,105.9094656,21,4,1,2015,309780.0,buy
6678,1424100100,2014-06-10,183000.0,3,1.75,1330,9200,1.0,0,0,4,7,1330,0,1973,0,98092,47.2916,-122.185,1590,9200,123.56104320000001,854.707968,0.0,123.56104320000001,10,24,6,2014,309780.0,buy
6685,2599001500,2014-07-12,235000.0,3,1.75,1420,7920,1.0,0,0,4,7,1420,0,1962,0,98092,47.2931,-122.188,1420,7920,131.9223168,735.7920768,0.0,131.9223168,12,28,7,2014,309780.0,buy
6697,1921069059,2014-12-30,250000.0,1,1.0,720,123710,1.0,0,0,4,6,720,0,1935,0,98092,47.2893,-122.084,1860,297514,66.8901888,11493.0350784,0.0,66.8901888,30,1,12,2014,309780.0,buy
6704,3668000830,2014-08-25,229950.0,3,1.75,1900,8910,2.0,0,0,4,7,1900,0,1988,0,98092,47.2769,-122.145,1610,8586,176.51577600000002,827.7660864000001,0.0,176.51577600000002,25,35,8,2014,309780.0,buy
6714,1683500140,2014-12-11,225000.0,4,2.0,1750,7245,1.0,0,0,4,7,1050,700,1974,0,98092,47.3164,-122.196,1640,7245,162.58032,673.0825248000001,65.032128,97.548192,11,50,12,2014,309780.0,buy
6718,1682000350,2014-07-08,148226.0,3,1.0,1400,7360,1.0,0,0,4,7,1400,0,1968,0,98092,47.3123,-122.186,1600,8030,130.064256,683.7663744,0.0,130.064256,8,28,7,2014,309780.0,buy
6720,7749500160,2015-04-09,220000.0,4,1.5,1180,8058,1.0,0,0,5,7,1180,0,1969,0,98092,47.2966,-122.19,1800,9348,109.62558720000001,748.61269632,0.0,109.62558720000001,9,15,4,2015,309780.0,buy
6722,921059200,2014-08-13,216000.0,3,1.75,1310,8670,1.0,0,0,4,6,1310,0,1984,0,98092,47.3156,-122.186,2622,7191,121.70298240000001,805.4693568,0.0,121.70298240000001,13,33,8,2014,309780.0,buy
6727,3668000810,2015-01-16,218500.0,3,1.75,1390,9328,1.0,0,0,4,7,1390,0,1987,0,98092,47.2766,-122.146,1550,8374,129.1352256,866.5995571200001,0.0,129.1352256,16,3,1,2015,309780.0,buy
6728,4312700340,2015-03-18,178000.0,4,1.5,1200,11163,1.5,0,0,4,6,1200,0,1970,0,98092,47.3024,-122.106,1200,11163,111.483648,1037.07663552,0.0,111.483648,18,12,3,2015,309780.0,buy
6732,1843200350,2014-07-22,150000.0,2,1.5,1360,1934,2.0,0,0,4,7,1360,0,1978,0,98092,47.2857,-122.189,1360,1898,126.3481344,179.67447936000002,0.0,126.3481344,22,30,7,2014,309780.0,buy
6733,7968460240,2015-02-11,257000.0,3,1.75,1330,36537,1.0,0,0,4,7,1330,0,1989,0,98092,47.3126,-122.129,1650,35100,123.56104320000001,3394.39837248,0.0,123.56104320000001,11,7,2,2015,309780.0,buy
6742,1682000160,2015-04-17,206000.0,3,1.0,1320,9239,1.0,0,0,4,7,1320,0,1968,0,98092,47.312,-122.183,1320,8415,122.63201280000001,858.3311865600001,0.0,122.63201280000001,17,16,4,2015,309780.0,buy
6744,3977630270,2014-11-13,206990.0,3,1.0,1330,9620,1.0,0,0,5,6,1330,0,1976,0,98092,47.3174,-122.127,1300,10360,123.56104320000001,893.7272448000001,0.0,123.56104320000001,13,46,11,2014,309780.0,buy
6753,520069032,2014-07-16,267300.0,3,1.75,1890,93218,1.0,0,0,4,7,1890,0,1964,0,98092,47.2568,-122.07,1690,172062,175.5867456,8660.23558272,0.0,175.5867456,16,29,7,2014,309780.0,buy
6755,4312700200,2014-08-20,195000.0,3,1.0,1300,9600,1.0,0,0,4,6,1300,0,1975,0,98092,47.3037,-122.107,1150,10222,120.77395200000001,891.869184,0.0,120.77395200000001,20,34,8,2014,309780.0,buy
6761,2377000040,2014-12-18,288000.0,3,1.0,1410,40500,1.0,0,0,4,7,1410,0,1961,0,98092,47.3199,-122.1,1570,40500,130.99328640000002,3762.5731200000005,0.0,130.99328640000002,18,51,12,2014,309780.0,buy
6769,1721059218,2014-08-18,271675.0,3,1.75,2140,13068,1.0,0,0,4,7,1460,680,1974,0,98092,47.3099,-122.197,2090,17424,198.8125056,1214.05692672,63.1740672,135.6384384,18,34,8,2014,309780.0,buy
6771,7749500970,2015-02-26,267500.0,3,2.25,1860,12000,1.0,0,0,4,7,1860,0,1976,0,98092,47.2942,-122.19,1815,9604,172.7996544,1114.8364800000002,0.0,172.7996544,26,9,2,2015,309780.0,buy
6772,4239410220,2015-04-02,210000.0,2,1.0,1520,4700,2.0,0,0,4,7,1520,0,1978,0,98092,47.3187,-122.182,1140,3906,141.2126208,436.644288,0.0,141.2126208,2,14,4,2015,309780.0,buy
6776,3521059042,2014-07-28,255500.0,4,1.0,1370,41194,1.5,0,2,5,5,1370,0,1900,0,98092,47.2716,-122.144,1590,84070,127.27716480000001,3827.0478297600002,0.0,127.27716480000001,28,31,7,2014,309780.0,buy
6778,2212700180,2015-03-19,260000.0,3,1.75,1460,10000,1.0,0,0,4,8,1460,0,1967,0,98092,47.342,-122.195,1930,14175,135.6384384,929.0304000000001,0.0,135.6384384,19,12,3,2015,309780.0,buy
6779,2599001010,2015-03-26,196000.0,3,1.0,1090,7400,1.0,0,0,4,7,1090,0,1962,0,98092,47.2923,-122.19,1140,8165,101.26431360000001,687.4824960000001,0.0,101.26431360000001,26,13,3,2015,309780.0,buy
6780,1683500180,2014-05-14,234000.0,4,2.0,1630,9010,1.0,0,0,4,7,1050,580,1975,0,98092,47.317,-122.196,1670,7820,151.4319552,837.0563904,53.883763200000004,97.548192,14,20,5,2014,309780.0,buy
6789,3903200050,2015-03-24,263950.0,3,1.75,1700,11613,1.0,0,0,5,7,1180,520,1977,0,98092,47.2874,-122.187,1500,12377,157.935168,1078.88300352,48.309580800000006,109.62558720000001,24,13,3,2015,309780.0,buy
6801,2599000130,2014-07-16,247200.0,3,1.0,1590,11200,1.0,0,0,4,7,1590,0,1961,0,98092,47.2894,-122.188,1560,9750,147.7158336,1040.514048,0.0,147.7158336,16,29,7,2014,309780.0,buy
6809,3668000500,2014-12-22,260000.0,3,2.25,1950,9600,1.0,0,0,4,7,1200,750,1987,0,98092,47.2762,-122.148,1760,8850,181.160928,891.869184,69.67728000000001,111.483648,22,52,12,2014,309780.0,buy
6815,1565100010,2015-03-27,225000.0,3,2.25,1590,9200,1.0,0,0,4,7,1110,480,1979,0,98092,47.2917,-122.184,1880,9200,147.7158336,854.707968,44.593459200000005,103.12237440000001,27,13,3,2015,309780.0,buy
6816,3977630130,2015-03-25,146300.0,3,1.0,1200,9668,1.0,0,0,5,6,1200,0,1975,0,98092,47.3156,-122.128,1200,9800,111.483648,898.18659072,0.0,111.483648,25,13,3,2015,309780.0,buy
6818,321059091,2014-06-05,299950.0,4,1.75,1560,31299,1.0,0,0,4,7,1560,0,1965,0,98092,47.3384,-122.164,2460,44907,144.9287424,2907.77224896,0.0,144.9287424,5,23,6,2014,309780.0,buy
6821,4239400840,2014-10-29,152500.0,3,1.0,1090,3523,1.0,0,0,4,6,1090,0,1969,0,98092,47.3161,-122.182,1030,3200,101.26431360000001,327.29740992,0.0,101.26431360000001,29,44,10,2014,309780.0,buy
6834,1683600110,2015-03-05,230000.0,3,1.75,1720,9125,1.0,0,0,4,7,1140,580,1981,0,98092,47.3173,-122.181,1120,7506,159.7932288,847.7402400000001,53.883763200000004,105.9094656,5,10,3,2015,309780.0,buy
6836,7524600120,2015-03-05,250000.0,3,2.0,1560,32137,1.0,0,0,5,7,910,650,1976,0,98092,47.3197,-122.117,1470,29150,144.9287424,2985.6249964800004,60.386976000000004,84.5417664,5,10,3,2015,309780.0,buy
6840,7950700110,2014-12-09,224000.0,3,1.75,1100,10125,1.0,0,0,4,7,1100,0,1969,0,98092,47.3232,-122.103,1520,10125,102.19334400000001,940.6432800000001,0.0,102.19334400000001,9,50,12,2014,309780.0,buy
6842,4239400300,2014-11-29,90000.0,3,1.0,980,2490,2.0,0,0,4,6,980,0,1969,0,98092,47.317,-122.182,980,3154,91.0449792,231.3285696,0.0,91.0449792,29,48,11,2014,309780.0,buy
6847,5031300011,2014-11-04,299500.0,3,1.75,1880,11700,1.0,0,0,4,7,1880,0,1968,0,98092,47.3213,-122.187,2230,35200,174.6577152,1086.965568,0.0,174.6577152,4,45,11,2014,309780.0,buy
6848,2212600040,2014-06-04,229500.0,3,1.75,1770,33224,1.0,0,0,4,8,1770,0,1968,0,98092,47.3377,-122.194,1690,22069,164.4383808,3086.6106009600003,0.0,164.4383808,4,23,6,2014,309780.0,buy
6851,1685200110,2014-09-16,225000.0,3,1.75,1610,14182,1.0,0,0,4,7,1100,510,1978,0,98092,47.3174,-122.18,1510,8400,149.5738944,1317.55091328,47.380550400000004,102.19334400000001,16,38,9,2014,309780.0,buy
6852,1313500090,2015-04-23,229999.0,3,1.75,1310,6960,1.0,0,0,4,7,1310,0,1974,0,98092,47.2761,-122.153,1580,7200,121.70298240000001,646.6051584,0.0,121.70298240000001,23,17,4,2015,309780.0,buy
6853,4137020820,2014-10-27,268000.0,4,3.0,1840,7510,2.0,0,0,5,8,1840,0,1988,2013,98092,47.2595,-122.218,1650,7957,170.9415936,697.7018304000001,0.0,170.9415936,27,44,10,2014,309780.0,buy
6904,808000070,2014-10-21,206600.0,3,2.0,1390,13464,1.0,0,0,4,7,1390,0,1987,0,98030,47.3581,-122.173,1720,12080,129.1352256,1250.84653056,0.0,129.1352256,21,43,10,2014,282510.0,buy
6909,1922059135,2015-05-13,250000.0,2,2.0,1130,5500,1.0,0,0,4,6,1130,0,1941,0,98030,47.3839,-122.225,1320,6600,104.9804352,510.96672,0.0,104.9804352,13,20,5,2015,282510.0,buy
6911,7697920160,2014-05-15,245000.0,3,1.75,1490,6930,1.0,0,0,4,7,1490,0,1990,0,98030,47.3682,-122.179,1880,6861,138.4255296,643.8180672000001,0.0,138.4255296,15,20,5,2014,282510.0,buy
6916,273900030,2014-10-20,267500.0,3,1.5,1600,9072,1.0,0,0,4,7,1600,0,1963,0,98030,47.3737,-122.216,1710,8000,148.644864,842.81637888,0.0,148.644864,20,43,10,2014,282510.0,buy
6920,3830620710,2014-06-13,206135.0,3,1.0,1340,11070,1.0,0,0,4,7,1340,0,1978,0,98030,47.3527,-122.178,1650,7630,124.4900736,1028.4366528,0.0,124.4900736,13,24,6,2014,282510.0,buy
6922,2005300140,2015-03-30,220000.0,4,2.0,2340,10507,1.5,0,0,4,6,2340,0,1959,0,98030,47.3578,-122.178,990,10507,217.39311360000002,976.13224128,0.0,217.39311360000002,30,14,3,2015,282510.0,buy
6928,5420300270,2014-08-13,231500.0,4,2.25,2080,7526,1.0,0,0,4,7,1280,800,1985,0,98030,47.3762,-122.183,1200,7500,193.23832320000002,699.18827904,74.322432,118.9158912,13,33,8,2014,282510.0,buy
6932,7697870310,2014-05-14,266000.0,3,2.5,1780,7214,1.0,0,0,4,7,1400,380,1986,0,98030,47.3667,-122.182,1520,7228,165.36741120000002,670.20253056,35.3031552,130.064256,14,20,5,2014,282510.0,buy
6933,3830630140,2014-09-24,275000.0,3,2.5,1730,5799,2.0,0,0,4,7,1730,0,1987,0,98030,47.3499,-122.177,1710,6490,160.72225920000002,538.7447289600001,0.0,160.72225920000002,24,39,9,2014,282510.0,buy
